year,area,avg_temp_c,total_precip_mm,mean_ph,mean_n,mean_p,mean_k,yield_log1p,soil_black,soil_black_soil,soil_brown_forest,soil_coastal_salt_affected_alluvial,soil_deltaic_alluvial,soil_laterite,soil_mixed_red_and_black,soil_mixed_red_and_yellow,soil_red,soil_red_and_yellow,soil_unknown,district_anugul,district_balangir,district_baleshwar,district_bargarh,district_bhadrak,district_boudh,district_cuttack,district_deogarh,district_dhenkanal,district_gajapati,district_ganjam,district_jagatsinghapur,district_jajapur,district_jharsuguda,district_kalahandi,district_kandhamal,district_kendrapara,district_kendujhar,district_khordha,district_koraput,district_malkangiri,district_mayurbhanj,district_nabarangpur,district_nayagarh,district_nuapada,district_puri,district_rayagada,district_sambalpur,district_sonepur,district_sundargarh,season_Autumn,season_Kharif,season_Rabi,season_Summer,season_Whole Year,season_Winter,crop_encoded
2002,8730.0,27.538856209150325,1014.46,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5265095456685449,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,9500.0,27.802450980392155,1638.73,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5212969236332862,0,1,0,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,10010.0,26.29928104575164,1395.75,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.3883362258451971,1,0,0,0,0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,7680.0,27.117254901960788,874.9399999999999,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4895062217483961,1,0,0,0,0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,9160.0,27.333562091503268,1608.4700000000005,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5763189291266777,1,0,0,0,0,0,1,0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,270.0,27.87333333333333,1432.77,6.0,139.235,14.115,160.85500000000002,0.4883527679139321,0,0,0,1,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,180.0,28.327222222222225,1052.77,6.0,139.235,14.115,160.85500000000002,0.5108256237659907,0,0,0,1,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,150.0,28.627941176470586,1390.98,6.0,139.235,14.115,160.85500000000002,0.4700036292457356,0,0,0,1,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,2420.0,27.21676470588235,1325.66,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.668041259428869,1,0,0,0,0,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,2200.0,28.20607843137256,755.14,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5491718287743393,1,0,0,0,0,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,2260.0,28.14333333333333,1641.48,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5784015626743971,1,0,0,0,0,0,1,1,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,20.0,27.40179738562092,1566.42,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,30.0,27.877156862745096,1087.81,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,20.0,28.255882352941185,1516.57,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,2970.0,26.868496732026145,1515.12,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6413221126953593,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,3020.0,27.61127450980392,948.17,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5298488277958998,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,3610.0,27.79856209150327,1665.22,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4063880431067652,0,1,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,1160.0,27.489673202614373,1707.07,5.451428571428571,166.58999999999995,11.271428571428572,218.72357142857143,0.5982679423697018,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,40.0,24.81345303867403,114.98,5.451428571428571,166.58999999999995,11.271428571428572,218.72357142857143,0.5596157879354227,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015600817185662107
2002,890.0,27.980490196078428,1146.57,5.451428571428571,166.58999999999995,11.271428571428572,218.72357142857143,0.5927679952523232,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,980.0,28.32205882352941,1662.3200000000002,5.451428571428571,166.58999999999995,11.271428571428572,218.72357142857143,0.6299682789384138,0,0,0,0,1,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,410.0,26.576045751633988,1422.13,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4608152031913293,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,530.0,27.164738562091504,923.59,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4485486942444761,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,670.0,27.454444444444448,1565.7399999999998,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.46813621507094,0,0,0,0,0,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,4220.0,27.980490196078428,1146.57,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.5466684179726463,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,4620.0,28.32205882352941,1662.3200000000002,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.5477960546845357,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,4370.0,27.01117647058824,1120.8200000000002,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5361319900372271,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,4360.0,27.28330065359477,848.8,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6781266786352209,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,4370.0,27.45911764705883,1380.04,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.7659466801684595,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,11620.0,28.065882352941177,1518.27,6.5,119.15,101.45,245.1,0.5539444621685601,1,0,1,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,9150.0,28.38686274509804,1066.4199999999998,6.5,119.15,101.45,245.1,0.4896187322636691,1,0,1,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,11260.0,28.50702614379085,1574.7199999999998,6.5,119.15,101.45,245.1,0.4735497322524861,1,0,1,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,140.0,27.78055555555555,1679.59,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,50.0,28.148366013071893,1147.07,6.0,139.235,14.115,160.855,0.5877866649021191,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,50.0,25.416491712707185,105.78,6.0,139.235,14.115,160.855,0.5877866649021191,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015600817185662107
2003,130.0,28.53676470588235,1596.22,6.0,139.235,14.115,160.855,0.570544858467613,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,2860.0,27.40179738562092,1566.42,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.2868075643068484,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,170.0,25.212071823204425,127.69,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.3856624808119846,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015600817185662107
2002,1500.0,27.877156862745096,1087.81,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.297632403304949,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,2630.0,28.255882352941185,1516.57,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.3167239261551163,0,0,0,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,560.0,27.07196078431372,1278.56,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4855078157817008,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,650.0,28.087647058823528,740.09,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4795730802618863,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,580.0,27.92947712418301,1594.61,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4934338810541215,0,0,0,0,0,0,0,0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,19700.0,26.11555555555556,1115.46,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4744354187089232,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,11640.0,27.05509803921569,757.0,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4611587867714143,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,18560.0,27.276339869281045,1352.59,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5742859776832164,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,5250.0,25.863496732026142,1585.41,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6035350218702582,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,5140.0,26.48699346405229,1030.36,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6142387191394213,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,4910.0,26.81081699346405,1659.89,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6344301068516588,0,0,1,0,0,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,20.0,27.78055555555555,1679.59,6.0,139.235,14.115,160.855,0.4054651081081644,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,80.0,25.351491712707183,125.20000000000002,6.0,139.235,14.115,160.855,0.4855078157817008,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015600817185662107
2002,40.0,28.148366013071893,1147.07,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,20.0,28.53676470588235,1596.22,6.0,139.235,14.115,160.855,0.6931471805599453,0,0,0,1,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,6250.0,26.224183006535945,1447.36,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.527328695865005,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,5110.0,26.70761437908497,987.02,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.4717144936493649,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,7230.0,27.12101307189544,1504.2199999999998,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.5688596338737747,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,660.0,27.96545751633987,1732.36,5.38,139.235,12.01,160.855,0.4353180712578455,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,710.0,28.32091503267974,1178.64,5.38,139.235,12.01,160.855,0.3120311014620673,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,20.0,25.39080110497237,90.7,5.38,139.235,12.01,160.855,0.4054651081081644,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.015600817185662107
2003,770.0,28.520686274509803,1667.64,5.38,139.235,12.01,160.855,0.4011267065095662,0,0,0,1,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,5460.0,24.17751633986928,1150.9499999999998,6.5,119.15,101.45,245.1,0.3026789452032967,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,5410.0,24.731111111111108,854.63,6.5,119.15,101.45,245.1,0.2913721135392348,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,5360.0,25.24114379084968,1433.64,6.5,119.15,101.45,245.1,0.3346048224464175,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,2980.0,25.68803921568627,1045.2800000000002,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5643981978156377,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,1430.0,26.184281045751632,818.76,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.278902384799735,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,2340.0,26.54081699346405,1329.67,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.2940718705505519,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,6270.0,27.654509803921563,1330.84,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.6100429064351243,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,5740.0,28.07754901960784,1019.7,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.5511178612650318,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,7100.0,28.565,1241.92,5.447143,191.34045450000002,14.668657999999999,225.9526945,0.5600181214753499,0,0,0,0,0,1,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,4890.0,24.17751633986928,1150.9499999999998,6.5,119.15,101.45,245.1,0.586422408210305,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,3380.0,24.731111111111108,854.63,6.5,119.15,101.45,245.1,0.5278398212317208,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,3910.0,25.24114379084968,1433.64,6.5,119.15,101.45,245.1,0.3925949175876294,0,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,1390.0,27.41009803921568,1643.25,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.8244278407465889,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,1280.0,27.877810457516343,1118.18,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.7934166337236205,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,1340.0,28.16732026143791,1629.94,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4774386077332536,0,0,1,0,0,1,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,8000.0,26.28454248366013,1164.07,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.3920420877760237,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,5370.0,27.46192810457516,749.0,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.3220025307872221,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,8740.0,27.50248366013072,1412.8000000000002,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.2967937528030367,1,0,0,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,19000.0,24.300294117647056,975.98,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5001371257976599,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.015600817185662107
2002,18540.0,24.852908496732024,766.5899999999999,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5278322906717671,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.015600817185662107
2003,18900.0,25.24950980392157,1335.52,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.6454675106745404,0,0,1,0,0,0,0,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.015600817185662107
2001,850.0,27.21676470588235,1325.66,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5409553652180199,1,0,0,0,0,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.015600817185662107
2002,1040.0,28.20607843137256,755.14,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4972726573612872,1,0,0,0,0,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.015600817185662107
2003,1070.0,28.14333333333333,1641.48,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.5475269906164186,1,0,0,0,0,1,1,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.015600817185662107
2001,2340.0,27.2024183006536,1379.52,5.862667101425601,154.82709505476282,37.50700353465454,209.97294599139374,0.4054651081081644,1,0,0,0,0,0,1,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.015600817185662107
