State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield
Odisha,BOUDH,Moong(Green Gram),2005-06,Winter,1424.0,Hectare,219.3,Tonnes,0.154002808988764
Odisha,BOUDH,Moong(Green Gram),2006-07,Autumn,367.0,Hectare,53.2,Tonnes,0.1449591280653951
Odisha,BOUDH,Moong(Green Gram),2006-07,Summer,1669.0,Hectare,447.3,Tonnes,0.2680047932893948
Odisha,BOUDH,Moong(Green Gram),2006-07,Winter,1736.0,Hectare,357.6,Tonnes,0.2059907834101382
Odisha,CUTTACK,Moong(Green Gram),2004-05,Summer,30506.0,Hectare,10616.1,Tonnes,0.3480003933652396
Odisha,CUTTACK,Moong(Green Gram),2004-05,Winter,1172.0,Hectare,290.7,Tonnes,0.248037542662116
Odisha,CUTTACK,Moong(Green Gram),2005-06,Summer,29528.0,Hectare,10807.2,Tonnes,0.3659983744242753
Odisha,CUTTACK,Moong(Green Gram),2005-06,Winter,1909.0,Hectare,494.4,Tonnes,0.2589837611314824
Odisha,CUTTACK,Moong(Green Gram),2006-07,Summer,23130.0,Hectare,6314.5,Tonnes,0.2730004323389537
Odisha,CUTTACK,Moong(Green Gram),2006-07,Winter,1342.0,Hectare,397.2,Tonnes,0.2959761549925484
Odisha,DEOGARH,Moong(Green Gram),2004-05,Autumn,1167.0,Hectare,232.2,Tonnes,0.1989717223650385
Odisha,DEOGARH,Moong(Green Gram),2004-05,Summer,246.0,Hectare,85.9,Tonnes,0.3491869918699187
Odisha,DEOGARH,Moong(Green Gram),2004-05,Winter,90.0,Hectare,19.6,Tonnes,0.2177777777777778
Odisha,DEOGARH,Moong(Green Gram),2005-06,Autumn,1456.0,Hectare,286.8,Tonnes,0.1969780219780219
Odisha,DEOGARH,Moong(Green Gram),2005-06,Summer,279.0,Hectare,91.5,Tonnes,0.3279569892473118
Odisha,DEOGARH,Moong(Green Gram),2005-06,Winter,223.0,Hectare,73.8,Tonnes,0.3309417040358744
Odisha,DEOGARH,Moong(Green Gram),2006-07,Autumn,1946.0,Hectare,451.5,Tonnes,0.2320143884892086
Odisha,DEOGARH,Moong(Green Gram),2006-07,Summer,442.0,Hectare,145.4,Tonnes,0.3289592760180995
Odisha,DEOGARH,Moong(Green Gram),2006-07,Winter,370.0,Hectare,115.8,Tonnes,0.3129729729729729
Odisha,DHENKANAL,Moong(Green Gram),2004-05,Autumn,87.0,Hectare,11.4,Tonnes,0.1310344827586207
Odisha,DHENKANAL,Moong(Green Gram),2004-05,Summer,1186.0,Hectare,373.6,Tonnes,0.3150084317032041
Odisha,DHENKANAL,Moong(Green Gram),2004-05,Winter,403.0,Hectare,100.3,Tonnes,0.2488833746898263
Odisha,DHENKANAL,Moong(Green Gram),2005-06,Autumn,277.0,Hectare,23.0,Tonnes,0.0830324909747292
Odisha,DHENKANAL,Moong(Green Gram),2005-06,Summer,1829.0,Hectare,656.6,Tonnes,0.3589939857845817
Odisha,DHENKANAL,Moong(Green Gram),2005-06,Winter,1118.0,Hectare,296.3,Tonnes,0.2650268336314848
Odisha,DHENKANAL,Moong(Green Gram),2006-07,Autumn,169.0,Hectare,23.8,Tonnes,0.1408284023668639
Odisha,DHENKANAL,Moong(Green Gram),2006-07,Summer,878.0,Hectare,236.2,Tonnes,0.2690205011389521
Odisha,DHENKANAL,Moong(Green Gram),2006-07,Winter,457.0,Hectare,100.5,Tonnes,0.2199124726477024
Odisha,GAJAPATI,Moong(Green Gram),2004-05,Summer,14.0,Hectare,2.3,Tonnes,0.1642857142857142
Odisha,GAJAPATI,Moong(Green Gram),2004-05,Winter,1040.0,Hectare,216.3,Tonnes,0.2079807692307692
Odisha,GAJAPATI,Moong(Green Gram),2005-06,Winter,1524.0,Hectare,189.0,Tonnes,0.124015748031496
Odisha,GAJAPATI,Moong(Green Gram),2006-07,Autumn,4.0,Hectare,0.6,Tonnes,0.15
Odisha,GAJAPATI,Moong(Green Gram),2006-07,Winter,1669.0,Hectare,290.4,Tonnes,0.1739964050329538
Odisha,GANJAM,Moong(Green Gram),2004-05,Autumn,8.0,Hectare,0.7,Tonnes,0.0875
Odisha,GANJAM,Moong(Green Gram),2004-05,Summer,81.0,Hectare,13.1,Tonnes,0.1617283950617284
Odisha,GANJAM,Moong(Green Gram),2004-05,Winter,43030.0,Hectare,9122.4,Tonnes,0.2120009295840111
Odisha,GANJAM,Moong(Green Gram),2005-06,Autumn,12.0,Hectare,3.2,Tonnes,0.2666666666666666
Odisha,GANJAM,Moong(Green Gram),2005-06,Summer,423.0,Hectare,143.8,Tonnes,0.339952718676123
Odisha,GANJAM,Moong(Green Gram),2005-06,Winter,52618.0,Hectare,9576.5,Tonnes,0.1820004561176783
Odisha,GANJAM,Moong(Green Gram),2006-07,Autumn,84.0,Hectare,8.5,Tonnes,0.1011904761904761
Odisha,GANJAM,Moong(Green Gram),2006-07,Summer,54.0,Hectare,16.3,Tonnes,0.3018518518518518
Odisha,GANJAM,Moong(Green Gram),2006-07,Winter,45308.0,Hectare,9061.6,Tonnes,0.2
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2004-05,Summer,24951.0,Hectare,8957.4,Tonnes,0.3589996392930143
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2005-06,Summer,31074.0,Hectare,11528.5,Tonnes,0.3710014803372594
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2005-06,Winter,67.0,Hectare,13.7,Tonnes,0.2044776119402985
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2006-07,Summer,32253.0,Hectare,10482.2,Tonnes,0.3249992248783059
Odisha,JAGATSINGHAPUR,Moong(Green Gram),2006-07,Winter,3.0,Hectare,0.2,Tonnes,0.0666666666666666
Odisha,JAJAPUR,Moong(Green Gram),2004-05,Summer,11286.0,Hectare,2844.1,Tonnes,0.2520024809498493
Odisha,JAJAPUR,Moong(Green Gram),2004-05,Winter,43.0,Hectare,1.7,Tonnes,0.0395348837209302
Odisha,JAJAPUR,Moong(Green Gram),2005-06,Summer,13556.0,Hectare,4121.0,Tonnes,0.3039982295662437
Odisha,JAJAPUR,Moong(Green Gram),2005-06,Winter,4.0,Hectare,1.7,Tonnes,0.425
Odisha,JAJAPUR,Moong(Green Gram),2006-07,Summer,12646.0,Hectare,3224.7,Tonnes,0.2549976277083662
Odisha,JAJAPUR,Moong(Green Gram),2006-07,Winter,18.0,Hectare,5.6,Tonnes,0.3111111111111111
Odisha,JHARSUGUDA,Moong(Green Gram),2004-05,Summer,43.0,Hectare,11.7,Tonnes,0.2720930232558139
Odisha,JHARSUGUDA,Moong(Green Gram),2005-06,Summer,192.0,Hectare,77.8,Tonnes,0.4052083333333333
Odisha,JHARSUGUDA,Moong(Green Gram),2006-07,Autumn,1.0,Hectare,0.5,Tonnes,0.5
Odisha,JHARSUGUDA,Moong(Green Gram),2006-07,Summer,139.0,Hectare,59.9,Tonnes,0.4309352517985611
Odisha,JHARSUGUDA,Moong(Green Gram),2006-07,Winter,2.0,Hectare,0.7,Tonnes,0.35
Odisha,KALAHANDI,Moong(Green Gram),2004-05,Autumn,99.0,Hectare,17.6,Tonnes,0.1777777777777777
Odisha,KALAHANDI,Moong(Green Gram),2004-05,Summer,1779.0,Hectare,464.3,Tonnes,0.2609893198426082
Odisha,KALAHANDI,Moong(Green Gram),2004-05,Winter,4830.0,Hectare,671.4,Tonnes,0.1390062111801242
Odisha,KALAHANDI,Moong(Green Gram),2005-06,Autumn,55.0,Hectare,4.4,Tonnes,0.08
Odisha,KALAHANDI,Moong(Green Gram),2005-06,Summer,2361.0,Hectare,391.9,Tonnes,0.165988987717069
Odisha,KALAHANDI,Moong(Green Gram),2005-06,Winter,3815.0,Hectare,595.1,Tonnes,0.1559895150720839
Odisha,KALAHANDI,Moong(Green Gram),2006-07,Autumn,36.0,Hectare,2.7,Tonnes,0.075
Odisha,KALAHANDI,Moong(Green Gram),2006-07,Summer,3219.0,Hectare,695.3,Tonnes,0.2159987573780677
Odisha,KALAHANDI,Moong(Green Gram),2006-07,Winter,2887.0,Hectare,528.3,Tonnes,0.1829927260131624
Odisha,KANDHAMAL,Moong(Green Gram),2004-05,Autumn,16.0,Hectare,1.9,Tonnes,0.11875
Odisha,KANDHAMAL,Moong(Green Gram),2004-05,Winter,98.0,Hectare,8.6,Tonnes,0.0877551020408163
Odisha,KANDHAMAL,Moong(Green Gram),2005-06,Autumn,23.0,Hectare,4.0,Tonnes,0.1739130434782608
Odisha,KANDHAMAL,Moong(Green Gram),2005-06,Summer,8.0,Hectare,0.1,Tonnes,0.0125
Odisha,KANDHAMAL,Moong(Green Gram),2005-06,Winter,118.0,Hectare,20.5,Tonnes,0.173728813559322
Odisha,KANDHAMAL,Moong(Green Gram),2006-07,Autumn,7.0,Hectare,1.1,Tonnes,0.1571428571428571
Odisha,KANDHAMAL,Moong(Green Gram),2006-07,Summer,2.0,Hectare,0.6,Tonnes,0.3
Odisha,KANDHAMAL,Moong(Green Gram),2006-07,Winter,171.0,Hectare,29.6,Tonnes,0.1730994152046783
Odisha,KENDRAPARA,Moong(Green Gram),2004-05,Summer,17043.0,Hectare,6067.3,Tonnes,0.3559995305990729
Odisha,KENDRAPARA,Moong(Green Gram),2005-06,Summer,20167.0,Hectare,7240.0,Tonnes,0.3590023305399911
Odisha,KENDRAPARA,Moong(Green Gram),2005-06,Winter,7.0,Hectare,1.6,Tonnes,0.2285714285714286
Odisha,KENDRAPARA,Moong(Green Gram),2006-07,Summer,16475.0,Hectare,4860.1,Tonnes,0.2949984825493171
Odisha,KENDRAPARA,Moong(Green Gram),2006-07,Winter,5.0,Hectare,2.1,Tonnes,0.42
Odisha,KENDUJHAR,Moong(Green Gram),2004-05,Autumn,20.0,Hectare,1.5,Tonnes,0.075
Odisha,KENDUJHAR,Moong(Green Gram),2004-05,Summer,316.0,Hectare,103.0,Tonnes,0.3259493670886076
Odisha,KENDUJHAR,Moong(Green Gram),2004-05,Winter,275.0,Hectare,60.8,Tonnes,0.2210909090909091
Odisha,KENDUJHAR,Moong(Green Gram),2005-06,Summer,172.0,Hectare,67.6,Tonnes,0.3930232558139535
Odisha,KENDUJHAR,Moong(Green Gram),2005-06,Winter,222.0,Hectare,55.1,Tonnes,0.2481981981981982
Odisha,KENDUJHAR,Moong(Green Gram),2006-07,Autumn,1.0,Hectare,0.2,Tonnes,0.2
Odisha,KENDUJHAR,Moong(Green Gram),2006-07,Summer,131.0,Hectare,72.4,Tonnes,0.5526717557251909
Odisha,KENDUJHAR,Moong(Green Gram),2006-07,Winter,216.0,Hectare,72.1,Tonnes,0.3337962962962962
Odisha,KHORDHA,Moong(Green Gram),2004-05,Summer,7716.0,Hectare,1635.8,Tonnes,0.2120010368066355
Odisha,KHORDHA,Moong(Green Gram),2004-05,Winter,3684.0,Hectare,574.7,Tonnes,0.1559989142236699
Odisha,KHORDHA,Moong(Green Gram),2005-06,Summer,11405.0,Hectare,1802.0,Tonnes,0.1580008768084173
Odisha,KHORDHA,Moong(Green Gram),2005-06,Winter,3870.0,Hectare,522.5,Tonnes,0.1350129198966408
Odisha,KHORDHA,Moong(Green Gram),2006-07,Summer,14731.0,Hectare,2180.2,Tonnes,0.1480008146086484
Odisha,KHORDHA,Moong(Green Gram),2006-07,Winter,1658.0,Hectare,270.3,Tonnes,0.163027744270205
Odisha,KORAPUT,Moong(Green Gram),2004-05,Autumn,139.0,Hectare,24.9,Tonnes,0.179136690647482
Odisha,KORAPUT,Moong(Green Gram),2004-05,Summer,6.0,Hectare,4.0,Tonnes,0.6666666666666666
Odisha,KORAPUT,Moong(Green Gram),2004-05,Winter,3.0,Hectare,1.5,Tonnes,0.5
Odisha,KORAPUT,Moong(Green Gram),2005-06,Summer,241.0,Hectare,74.5,Tonnes,0.3091286307053942
Odisha,KORAPUT,Moong(Green Gram),2005-06,Winter,64.0,Hectare,16.3,Tonnes,0.2546875
Odisha,KORAPUT,Moong(Green Gram),2006-07,Summer,164.0,Hectare,14.6,Tonnes,0.0890243902439024
Odisha,KORAPUT,Moong(Green Gram),2006-07,Winter,68.0,Hectare,11.4,Tonnes,0.1676470588235294
Odisha,MALKANGIRI,Moong(Green Gram),2004-05,Summer,4.0,Hectare,0.3,Tonnes,0.075
Odisha,MALKANGIRI,Moong(Green Gram),2004-05,Winter,12.0,Hectare,1.7,Tonnes,0.1416666666666666
Odisha,MALKANGIRI,Moong(Green Gram),2005-06,Summer,130.0,Hectare,25.9,Tonnes,0.1992307692307692
Odisha,MALKANGIRI,Moong(Green Gram),2005-06,Winter,82.0,Hectare,15.8,Tonnes,0.1926829268292683
Odisha,MALKANGIRI,Moong(Green Gram),2006-07,Summer,3.0,Hectare,0.5,Tonnes,0.1666666666666666
Odisha,MALKANGIRI,Moong(Green Gram),2006-07,Winter,250.0,Hectare,50.5,Tonnes,0.202
Odisha,MAYURBHANJ,Moong(Green Gram),2004-05,Autumn,8.0,Hectare,2.8,Tonnes,0.35
Odisha,MAYURBHANJ,Moong(Green Gram),2004-05,Summer,1190.0,Hectare,367.7,Tonnes,0.3089915966386554
Odisha,MAYURBHANJ,Moong(Green Gram),2004-05,Winter,151.0,Hectare,36.5,Tonnes,0.2417218543046357
Odisha,MAYURBHANJ,Moong(Green Gram),2005-06,Autumn,4.0,Hectare,1.3,Tonnes,0.325
Odisha,MAYURBHANJ,Moong(Green Gram),2005-06,Summer,1883.0,Hectare,384.1,Tonnes,0.2039830058417419
Odisha,MAYURBHANJ,Moong(Green Gram),2005-06,Winter,357.0,Hectare,89.6,Tonnes,0.2509803921568627
Odisha,MAYURBHANJ,Moong(Green Gram),2006-07,Summer,810.0,Hectare,291.6,Tonnes,0.36
Odisha,MAYURBHANJ,Moong(Green Gram),2006-07,Winter,103.0,Hectare,31.6,Tonnes,0.3067961165048544
Odisha,NABARANGPUR,Moong(Green Gram),2004-05,Summer,645.0,Hectare,238.7,Tonnes,0.3700775193798449
Odisha,NABARANGPUR,Moong(Green Gram),2005-06,Summer,608.0,Hectare,194.6,Tonnes,0.3200657894736842
Odisha,NABARANGPUR,Moong(Green Gram),2006-07,Summer,154.0,Hectare,47.6,Tonnes,0.3090909090909091
Odisha,NAYAGARH,Moong(Green Gram),2004-05,Winter,19254.0,Hectare,3966.3,Tonnes,0.205998753505765
Odisha,NAYAGARH,Moong(Green Gram),2005-06,Winter,30460.0,Hectare,5665.6,Tonnes,0.1860013131976362
Odisha,NAYAGARH,Moong(Green Gram),2006-07,Summer,1.0,Hectare,,Tonnes,0.0
Odisha,NAYAGARH,Moong(Green Gram),2006-07,Winter,23585.0,Hectare,5117.9,Tonnes,0.2169980920076319
Odisha,NUAPADA,Moong(Green Gram),2004-05,Autumn,156.0,Hectare,16.4,Tonnes,0.1051282051282051
Odisha,NUAPADA,Moong(Green Gram),2004-05,Summer,605.0,Hectare,95.0,Tonnes,0.1570247933884297
Odisha,NUAPADA,Moong(Green Gram),2004-05,Winter,68.0,Hectare,5.6,Tonnes,0.0823529411764705
Odisha,NUAPADA,Moong(Green Gram),2005-06,Autumn,366.0,Hectare,30.4,Tonnes,0.0830601092896174
Odisha,NUAPADA,Moong(Green Gram),2005-06,Summer,1457.0,Hectare,154.4,Tonnes,0.1059711736444749
Odisha,NUAPADA,Moong(Green Gram),2005-06,Winter,12.0,Hectare,1.9,Tonnes,0.1583333333333333
Odisha,NUAPADA,Moong(Green Gram),2006-07,Autumn,356.0,Hectare,29.2,Tonnes,0.0820224719101123
Odisha,NUAPADA,Moong(Green Gram),2006-07,Summer,939.0,Hectare,99.5,Tonnes,0.1059637912673056
Odisha,NUAPADA,Moong(Green Gram),2006-07,Winter,160.0,Hectare,16.0,Tonnes,0.1
Odisha,PURI,Moong(Green Gram),2004-05,Summer,3691.0,Hectare,723.4,Tonnes,0.1959902465456516
Odisha,PURI,Moong(Green Gram),2004-05,Winter,6.0,Hectare,1.1,Tonnes,0.1833333333333333
Odisha,PURI,Moong(Green Gram),2005-06,Summer,4612.0,Hectare,1185.3,Tonnes,0.2570034692107545
Odisha,PURI,Moong(Green Gram),2005-06,Winter,109.0,Hectare,35.1,Tonnes,0.3220183486238532
Odisha,PURI,Moong(Green Gram),2006-07,Summer,6371.0,Hectare,1229.6,Tonnes,0.1929995291163082
Odisha,PURI,Moong(Green Gram),2006-07,Winter,74.0,Hectare,20.1,Tonnes,0.2716216216216216
Odisha,RAYAGADA,Moong(Green Gram),2004-05,Autumn,13.0,Hectare,1.8,Tonnes,0.1384615384615384
Odisha,RAYAGADA,Moong(Green Gram),2004-05,Summer,26.0,Hectare,4.0,Tonnes,0.1538461538461538
Odisha,RAYAGADA,Moong(Green Gram),2004-05,Winter,109.0,Hectare,17.2,Tonnes,0.1577981651376146
Odisha,RAYAGADA,Moong(Green Gram),2005-06,Autumn,6.0,Hectare,0.6,Tonnes,0.1
Odisha,RAYAGADA,Moong(Green Gram),2005-06,Summer,12.0,Hectare,4.4,Tonnes,0.3666666666666667
Odisha,RAYAGADA,Moong(Green Gram),2005-06,Winter,163.0,Hectare,32.9,Tonnes,0.201840490797546
Odisha,RAYAGADA,Moong(Green Gram),2006-07,Summer,13.0,Hectare,4.6,Tonnes,0.3538461538461538
Odisha,RAYAGADA,Moong(Green Gram),2006-07,Winter,80.0,Hectare,16.2,Tonnes,0.2025
Odisha,SAMBALPUR,Moong(Green Gram),2004-05,Autumn,239.0,Hectare,56.2,Tonnes,0.2351464435146443
Odisha,SAMBALPUR,Moong(Green Gram),2004-05,Summer,389.0,Hectare,133.4,Tonnes,0.3429305912596401
Odisha,SAMBALPUR,Moong(Green Gram),2004-05,Winter,93.0,Hectare,21.3,Tonnes,0.2290322580645161
Odisha,SAMBALPUR,Moong(Green Gram),2005-06,Autumn,95.0,Hectare,20.3,Tonnes,0.2136842105263158
Odisha,SAMBALPUR,Moong(Green Gram),2005-06,Summer,360.0,Hectare,166.7,Tonnes,0.4630555555555555
Odisha,SAMBALPUR,Moong(Green Gram),2005-06,Winter,152.0,Hectare,49.1,Tonnes,0.3230263157894737
Odisha,SAMBALPUR,Moong(Green Gram),2006-07,Autumn,127.0,Hectare,32.3,Tonnes,0.2543307086614173
Odisha,SAMBALPUR,Moong(Green Gram),2006-07,Summer,236.0,Hectare,116.1,Tonnes,0.4919491525423728
Odisha,SAMBALPUR,Moong(Green Gram),2006-07,Winter,83.0,Hectare,22.4,Tonnes,0.2698795180722891
Odisha,SONEPUR,Moong(Green Gram),2004-05,Autumn,201.0,Hectare,47.8,Tonnes,0.2378109452736318
Odisha,SONEPUR,Moong(Green Gram),2004-05,Summer,1002.0,Hectare,218.4,Tonnes,0.2179640718562874
Odisha,SONEPUR,Moong(Green Gram),2004-05,Winter,1377.0,Hectare,307.1,Tonnes,0.2230210602759622
Odisha,SONEPUR,Moong(Green Gram),2005-06,Autumn,76.0,Hectare,20.7,Tonnes,0.2723684210526316
Odisha,SONEPUR,Moong(Green Gram),2005-06,Summer,913.0,Hectare,252.9,Tonnes,0.2769989047097481
Odisha,SONEPUR,Moong(Green Gram),2005-06,Winter,1734.0,Hectare,435.2,Tonnes,0.2509803921568627
Odisha,SONEPUR,Moong(Green Gram),2006-07,Autumn,77.0,Hectare,30.5,Tonnes,0.3961038961038961
Odisha,SONEPUR,Moong(Green Gram),2006-07,Summer,1057.0,Hectare,375.2,Tonnes,0.3549668874172185
Odisha,SONEPUR,Moong(Green Gram),2006-07,Winter,1284.0,Hectare,434.0,Tonnes,0.338006230529595
Odisha,SUNDARGARH,Moong(Green Gram),2004-05,Autumn,65.0,Hectare,8.6,Tonnes,0.1323076923076923
Odisha,SUNDARGARH,Moong(Green Gram),2004-05,Summer,162.0,Hectare,42.3,Tonnes,0.261111111111111
Odisha,SUNDARGARH,Moong(Green Gram),2004-05,Winter,75.0,Hectare,17.7,Tonnes,0.236
Odisha,SUNDARGARH,Moong(Green Gram),2005-06,Autumn,169.0,Hectare,29.1,Tonnes,0.172189349112426
Odisha,SUNDARGARH,Moong(Green Gram),2005-06,Summer,32.0,Hectare,9.6,Tonnes,0.3
Odisha,SUNDARGARH,Moong(Green Gram),2005-06,Winter,62.0,Hectare,19.1,Tonnes,0.3080645161290323
Odisha,SUNDARGARH,Moong(Green Gram),2006-07,Autumn,109.0,Hectare,20.1,Tonnes,0.1844036697247706
Odisha,SUNDARGARH,Moong(Green Gram),2006-07,Summer,85.0,Hectare,23.5,Tonnes,0.2764705882352941
Odisha,SUNDARGARH,Moong(Green Gram),2006-07,Winter,50.0,Hectare,13.0,Tonnes,0.26
Odisha,ANUGUL,Niger seed,2004-05,Rabi,225.0,Hectare,25.0,Tonnes,0.1111111111111111
Odisha,DEOGARH,Niger seed,2004-05,Rabi,250.0,Hectare,100.0,Tonnes,0.4
Odisha,GAJAPATI,Niger seed,2004-05,Rabi,4534.0,Hectare,2176.0,Tonnes,0.4799294221438024
Odisha,GANJAM,Niger seed,2004-05,Rabi,286.0,Hectare,115.0,Tonnes,0.4020979020979021
Odisha,KALAHANDI,Niger seed,2004-05,Rabi,7794.0,Hectare,3772.0,Tonnes,0.4839620220682576
Odisha,KANDHAMAL,Niger seed,2004-05,Rabi,10968.0,Hectare,2413.0,Tonnes,0.2200036469730124
Odisha,KENDUJHAR,Niger seed,2004-05,Rabi,21789.0,Hectare,4194.0,Tonnes,0.1924824452705493
Odisha,KORAPUT,Niger seed,2004-05,Rabi,43399.0,Hectare,11147.0,Tonnes,0.2568492361575151
Odisha,MALKANGIRI,Niger seed,2004-05,Rabi,1360.0,Hectare,394.0,Tonnes,0.2897058823529412
Odisha,MAYURBHANJ,Niger seed,2004-05,Rabi,8991.0,Hectare,2427.0,Tonnes,0.2699366032699366
Odisha,NABARANGPUR,Niger seed,2004-05,Rabi,5296.0,Hectare,1149.0,Tonnes,0.2169561933534743
Odisha,RAYAGADA,Niger seed,2004-05,Rabi,17239.0,Hectare,5700.0,Tonnes,0.3306456290968154
Odisha,SAMBALPUR,Niger seed,2004-05,Rabi,144.0,Hectare,67.0,Tonnes,0.4652777777777778
Odisha,SUNDARGARH,Niger seed,2004-05,Rabi,1342.0,Hectare,290.0,Tonnes,0.2160953800298062
Odisha,ANUGUL,Onion,2004-05,Whole Year,2245.0,Hectare,24017.0,Tonnes,10.697995545657015
Odisha,BALANGIR,Onion,2004-05,Whole Year,1454.0,Hectare,13807.0,Tonnes,9.495873452544703
Odisha,BALESHWAR,Onion,2004-05,Whole Year,1248.0,Hectare,11556.0,Tonnes,9.259615384615383
Odisha,BARGARH,Onion,2004-05,Whole Year,612.0,Hectare,5095.0,Tonnes,8.32516339869281
Odisha,BHADRAK,Onion,2004-05,Whole Year,247.0,Hectare,3065.0,Tonnes,12.408906882591094
Odisha,BOUDH,Onion,2004-05,Whole Year,414.0,Hectare,4428.0,Tonnes,10.695652173913045
Odisha,CUTTACK,Onion,2004-05,Whole Year,1639.0,Hectare,13112.0,Tonnes,8.0
Odisha,DEOGARH,Onion,2004-05,Whole Year,533.0,Hectare,5702.0,Tonnes,10.697936210131331
Odisha,DHENKANAL,Onion,2004-05,Whole Year,1063.0,Hectare,8069.0,Tonnes,7.590780809031044
Odisha,GAJAPATI,Onion,2004-05,Whole Year,307.0,Hectare,3161.0,Tonnes,10.296416938110749
Odisha,GANJAM,Onion,2004-05,Whole Year,928.0,Hectare,7020.0,Tonnes,7.564655172413793
Odisha,JAGATSINGHAPUR,Onion,2004-05,Whole Year,793.0,Hectare,7534.0,Tonnes,9.50063051702396
Odisha,JAJAPUR,Onion,2004-05,Whole Year,911.0,Hectare,5919.0,Tonnes,6.497255762897915
Odisha,JHARSUGUDA,Onion,2004-05,Whole Year,452.0,Hectare,3429.0,Tonnes,7.586283185840708
Odisha,KALAHANDI,Onion,2004-05,Whole Year,2166.0,Hectare,23173.0,Tonnes,10.698522622345337
Odisha,KANDHAMAL,Onion,2004-05,Whole Year,641.0,Hectare,4165.0,Tonnes,6.497659906396256
Odisha,KENDRAPARA,Onion,2004-05,Whole Year,947.0,Hectare,8335.0,Tonnes,8.801478352692714
Odisha,KENDUJHAR,Onion,2004-05,Whole Year,1223.0,Hectare,11859.0,Tonnes,9.69664758789861
Odisha,KHORDHA,Onion,2004-05,Whole Year,417.0,Hectare,2720.0,Tonnes,6.522781774580336
Odisha,KORAPUT,Onion,2004-05,Whole Year,1148.0,Hectare,11138.0,Tonnes,9.702090592334494
Odisha,MALKANGIRI,Onion,2004-05,Whole Year,144.0,Hectare,1296.0,Tonnes,9.0
Odisha,MAYURBHANJ,Onion,2004-05,Whole Year,946.0,Hectare,7380.0,Tonnes,7.801268498942917
Odisha,NABARANGPUR,Onion,2004-05,Whole Year,748.0,Hectare,13550.0,Tonnes,18.114973262032084
Odisha,NAYAGARH,Onion,2004-05,Whole Year,530.0,Hectare,3459.0,Tonnes,6.526415094339622
Odisha,NUAPADA,Onion,2004-05,Whole Year,561.0,Hectare,4684.0,Tonnes,8.349376114081997
Odisha,PURI,Onion,2004-05,Whole Year,298.0,Hectare,1944.0,Tonnes,6.523489932885906
Odisha,RAYAGADA,Onion,2004-05,Whole Year,653.0,Hectare,3950.0,Tonnes,6.049004594180705
Odisha,SAMBALPUR,Onion,2004-05,Whole Year,1279.0,Hectare,9714.0,Tonnes,7.594996090695856
Odisha,SONEPUR,Onion,2004-05,Whole Year,732.0,Hectare,7906.0,Tonnes,10.800546448087433
Odisha,SUNDARGARH,Onion,2004-05,Whole Year,1405.0,Hectare,10665.0,Tonnes,7.590747330960854
Odisha,ANUGUL,Other Rabi pulses,2004-05,Rabi,763.0,Hectare,559.0,Tonnes,0.7326343381389253
Odisha,BALANGIR,Other Rabi pulses,2004-05,Rabi,1886.0,Hectare,973.0,Tonnes,0.5159066808059385
Odisha,BALESHWAR,Other Rabi pulses,2004-05,Rabi,606.0,Hectare,565.0,Tonnes,0.9323432343234324
Odisha,BARGARH,Other Rabi pulses,2004-05,Rabi,2484.0,Hectare,1943.0,Tonnes,0.7822061191626409
Odisha,BHADRAK,Other Rabi pulses,2004-05,Rabi,167.0,Hectare,78.0,Tonnes,0.467065868263473
Odisha,BOUDH,Other Rabi pulses,2004-05,Rabi,3032.0,Hectare,1654.0,Tonnes,0.5455145118733509
Odisha,CUTTACK,Other Rabi pulses,2004-05,Rabi,1125.0,Hectare,582.0,Tonnes,0.5173333333333333
Odisha,DEOGARH,Other Rabi pulses,2004-05,Rabi,759.0,Hectare,595.0,Tonnes,0.7839262187088274
Odisha,DHENKANAL,Other Rabi pulses,2004-05,Rabi,540.0,Hectare,248.0,Tonnes,0.4592592592592592
Odisha,GAJAPATI,Other Rabi pulses,2004-05,Rabi,2464.0,Hectare,1765.0,Tonnes,0.716314935064935
Odisha,GANJAM,Other Rabi pulses,2004-05,Rabi,2182.0,Hectare,1504.0,Tonnes,0.689275893675527
Odisha,JAGATSINGHAPUR,Other Rabi pulses,2004-05,Rabi,500.0,Hectare,231.0,Tonnes,0.462
Odisha,JAJAPUR,Other Rabi pulses,2004-05,Rabi,131.0,Hectare,59.0,Tonnes,0.4503816793893129
Odisha,JHARSUGUDA,Other Rabi pulses,2004-05,Rabi,536.0,Hectare,386.0,Tonnes,0.7201492537313433
Odisha,KALAHANDI,Other Rabi pulses,2004-05,Rabi,1780.0,Hectare,1124.0,Tonnes,0.6314606741573033
Odisha,KANDHAMAL,Other Rabi pulses,2004-05,Rabi,423.0,Hectare,181.0,Tonnes,0.4278959810874704
Odisha,KENDRAPARA,Other Rabi pulses,2004-05,Rabi,1143.0,Hectare,1269.0,Tonnes,1.110236220472441
Odisha,KENDUJHAR,Other Rabi pulses,2004-05,Rabi,3467.0,Hectare,3112.0,Tonnes,0.8976059994231324
Odisha,KHORDHA,Other Rabi pulses,2004-05,Rabi,414.0,Hectare,136.0,Tonnes,0.3285024154589372
